Generation	String	Fitness	Landscape	Algorithm
23	1011010001011011111111100010101001001010100101111010001101111110100011000010011101001010100100110011	81	Exponential	objective
23	1111010001011011111111100011101001011110100101111010001001111110100111000010010101001010100100110001	81	Exponential	objective
23	1111010001011011111111100011101001011110100101111010001001111110100111000010010101001010100100110001	81	Exponential	objective
23	1111010001011011111111100010101001011110100101111010000001111110100111000010011101011010100100110001	81	Exponential	objective
23	1111010001011011111111100010101001011110100101111010000011111110100111000010011101001010100100110001	81	Exponential	objective
23	1111010001011011111111100010101001001110100101111010000001111110100111000010011101001010100100110001	81	Exponential	objective
23	1111010001011011111111100000101001011110100101111010000001111110100111000010011101001010100100110001	81	Exponential	objective
23	1111010001011011111111100010101001011110100101111010001001111110100111000010011101011010100100110011	81	Exponential	objective
24	1111010001011011111111100011101001011110100101111010001001111110100101000010010101001010100100110001	82	Exponential	objective
24	1111010001011011111111100011101001011110100101111010000001111110100111000010010101001010100100110001	82	Exponential	objective
24	1111010001011011111111100011101001011110100101111010001001111110100110000010010101001010100100110001	82	Exponential	objective
24	1111010001011011111111100010101001011110100101111010000001111110100111000010010101011010100100110001	82	Exponential	objective
24	1111010001011011111111101010101001011110100101111010000011111110100111000010011101001010100100110001	82	Exponential	objective
24	1111010001011011111111100011101001011110100101111010000011111110100111000010011101001010100100110001	82	Exponential	objective
24	1111010001011011111111100000101001011110100101111010000011111110100111000010011101001010100100110001	82	Exponential	objective
24	1111010001011011111111100010101001011110100101111011001001111110100111000010011101011010100100110011	82	Exponential	objective
24	1111010001011011111111100010101001011110100101111010001011111110100111000010011101011010100100110011	82	Exponential	objective
24	1111010001011011111111100010101001011110100101111010000001111110100111000010011101011010100100110011	82	Exponential	objective
25	1111010001011011111111100011101001011110100101111010000011111110100111100010011101001010100100110001	83	Exponential	objective
25	1111010001011011111111100011101001011110100100111010000011111110100111000010011101001010100100110001	83	Exponential	objective
25	1111010001011011111111100000101001011110100101111010000011111110100111000010011101001010100100100001	83	Exponential	objective
25	1111010001011011111111100000101001011110100101111010000011111010100111000010011101001010100100110001	83	Exponential	objective
25	1111010001011011111111100010101001011110100101111011001001111110100111000010011101011010100100100011	83	Exponential	objective
25	1111010001011011111111100010101001011110100101111011001001111110100110000010011101011010100100110011	83	Exponential	objective
25	1111011001011011111111100010101001011110100101111011001001111110100111000010011101011010100100110011	83	Exponential	objective
25	1111010001010011111111100010101001011110100101111010001011111110100111000010011101011010100100110011	83	Exponential	objective
25	1111010001011011111111100010101001011110100101111010000011111110100111000010011101011010100100110011	83	Exponential	objective
25	1111010001011011111111101010101001011110100101111010000001111110100111000010011101011010100100110011	83	Exponential	objective
26	1111010001011011111111100010101001011110100101111011001001111110100110100010011101011010100100110011	84	Exponential	objective
26	0111010001011011111111100010101001011110100101111011001001111110100110000010011101011010100100110011	84	Exponential	objective
26	1111011001011011111111100000101001011110100101111011001001111110100111000010011101011010100100110011	84	Exponential	objective
26	1111011001011011111111100010101001011110100101111011001011111110100111000010011101011010100100110011	84	Exponential	objective
26	1111011001011011111111100011101001011110100101111011001001111110100111000010011101011010100100110011	84	Exponential	objective
26	1111011001011011111111100010101001011110100101111011001001111110100111100010011101011010100100110011	84	Exponential	objective
26	1111010001010011111111100010101001011110100101111010001011111110100111000010011101011010100100100011	84	Exponential	objective
26	1111010001011011111111101000101001011110100101111010000001111110100111000010011101011010100100110011	84	Exponential	objective
26	1111010001011011111111101010101001011110100101111010000001111110100101000010011101011010100100110011	84	Exponential	objective
26	1111010001010011111111101010101001011110100101111010000001111110100111000010011101011010100100110011	84	Exponential	objective
27	1111011001011011111111100000101001011110100101111011001011111110100111000010011101011010100100110011	85	Exponential	objective
27	1111011001011011111111100000101001011110100101111011001011111110100111000010011101011010100100110011	85	Exponential	objective
27	1111011001011011111111100011101001011110100101111011001011111110100111000010011101011010100100110011	85	Exponential	objective
27	1111011001011011111111100010101001011110100100111011001011111110100111000010011101011010100100110011	85	Exponential	objective
27	1111011001011011111111100010101001011110100101111011001001111010100111100010011101011010100100110011	85	Exponential	objective
27	1111011001010011111111100010101001011110100101111010001011111110100111000010011101011010100100100011	85	Exponential	objective
27	1111010001011011111111101010101001011110100101111010000001111110100100000010011101011010100100110011	85	Exponential	objective
27	1011010001011011111111101010101001011110100101111010000001111110100101000010011101011010100100110011	85	Exponential	objective
27	1011010001011011111111101010101001011110100101111010000001111110100101000010011101011010100100110011	85	Exponential	objective
27	1111010001010011111111101000101001011110100101111010000001111110100111000010011101011010100100110011	85	Exponential	objective
28	1111011001011011111111100000101001011110100101111011000011111110100111000010011101011010100100110011	86	Exponential	objective
28	1111011001011011111111100001101001011110100101111011001011111110100111000010011101011010100100110011	86	Exponential	objective
28	1111011001011011111111100010101001011110100101111011001001111010100110100010011101011010100100110011	86	Exponential	objective
28	1111011001011011111111100000101001011110100101111011001001111010100111100010011101011010100100110011	86	Exponential	objective
28	1111011001010011111111100010101001011110100100111010001011111110100111000010011101011010100100100011	86	Exponential	objective
28	1111011001010011111111100010101001011110100101111010000011111110100111000010011101011010100100100011	86	Exponential	objective
28	1111011001010011111111100010101001011110100100111010001011111110100111000010011101011010100100100011	86	Exponential	objective
28	1111010001011011111111101010101001011110100101111010000001111110100000000010011101011010100100110011	86	Exponential	objective
28	1011010001011011111111101010101001001110100101111010000001111110100101000010011101011010100100110011	86	Exponential	objective
28	1111010001010011111111101000101001011110100101111010000011111110100111000010011101011010100100110011	86	Exponential	objective
29	1111011001011011111111101000101001011110100101111011001001111010100111100010011101011010100100110011	87	Exponential	objective
29	1111011001010011111111100010101001011110100101111010000011111110100101000010011101011010100100100011	87	Exponential	objective
29	1111011001010011111111100000101001011110100100111010001011111110100111000010011101011010100100100011	87	Exponential	objective
29	1111011001010011111111100010101001011110100100111010001011111110100111000010010101011010100100100011	87	Exponential	objective
29	1111011001010011111111100010101001011110100100111010001011111110100101000010011101011010100100100011	87	Exponential	objective
29	0111010001011011111111101010101001011110100101111010000001111110100000000010011101011010100100110011	87	Exponential	objective
29	1111010001011011111111101010101001011110100101111010000011111110100000000010011101011010100100110011	87	Exponential	objective
29	1111010001010011111111101000101001001110100101111010000011111110100111000010011101011010100100110011	87	Exponential	objective
29	1111010001010011111111101000101001011110100100111010000011111110100111000010011101011010100100110011	87	Exponential	objective
29	1111010001010011111111101000101001011110100101111010000011111110100101000010011101011010100100110011	87	Exponential	objective
30	1111011001010011111111100010101001011110100100111010001011111110100101100010011101011010100100100011	88	Exponential	objective
30	0111010001011011111111101010101001011110100101111010000001111010100000000010011101011010100100110011	88	Exponential	objective
30	1111010001011011111111101010101001011110100101111010000011111110100000000010010101011010100100110011	88	Exponential	objective
30	1111010001011011111111101011101001011110100101111010000011111110100000000010011101011010100100110011	88	Exponential	objective
30	1111010001011011111111101010101001001110100101111010000011111110100000000010011101011010100100110011	88	Exponential	objective
